Date,Adj Close
7/13/2020,9243.614258
7/14/2020,9243.213867
7/15/2020,9192.836914
7/16/2020,9132.227539
7/17/2020,9151.392578
7/18/2020,9159.040039
7/19/2020,9185.817383
7/20/2020,9164.231445
7/21/2020,9374.887695
7/22/2020,9525.363281
7/23/2020,9581.072266
7/24/2020,9536.892578
7/25/2020,9677.113281
7/26/2020,9905.166992
7/27/2020,10990.87305
7/28/2020,10912.82324
7/29/2020,11100.46777
7/30/2020,11111.21387
7/31/2020,11323.4668
8/1/2020,11759.59277
8/2/2020,11053.61426
8/3/2020,11246.34863
8/4/2020,11205.89258
8/5/2020,11747.02246
8/6/2020,11779.77344
8/7/2020,11601.47266
8/8/2020,11754.0459
8/9/2020,11675.73926
8/10/2020,11878.11133
8/11/2020,11410.52539
8/12/2020,11584.93457
8/13/2020,11784.1377
8/14/2020,11768.87109
8/15/2020,11865.69824
8/16/2020,11892.80371
8/17/2020,12254.40234
8/18/2020,11991.2334
8/19/2020,11758.2832
8/20/2020,11878.37207
8/21/2020,11592.48926
8/22/2020,11681.8252
8/23/2020,11664.84766
8/24/2020,11774.5957
8/25/2020,11366.13477
8/26/2020,11488.36328
8/27/2020,11323.39746
8/28/2020,11542.5
8/29/2020,11506.86523
8/30/2020,11711.50586
8/31/2020,11680.82031
9/1/2020,11970.47852
9/2/2020,11414.03418
9/3/2020,10245.29688
9/4/2020,10511.81348
9/5/2020,10169.56738
9/6/2020,10280.35156
9/7/2020,10369.56348
9/8/2020,10131.5166
9/9/2020,10242.34766
9/10/2020,10363.13867
9/11/2020,10400.91504
9/12/2020,10442.1709
9/13/2020,10323.75586
9/14/2020,10680.83789
9/15/2020,10796.95117
9/16/2020,10974.90527
9/17/2020,10948.99023
9/18/2020,10944.58594
9/19/2020,11094.34668
9/20/2020,10938.27148
9/21/2020,10462.25977
9/22/2020,10538.45996
9/23/2020,10246.18652
9/24/2020,10760.06641
9/25/2020,10692.7168
9/26/2020,10750.72363
9/27/2020,10775.26953
9/28/2020,10709.65234
9/29/2020,10844.64063
9/30/2020,10784.49121
10/1/2020,10619.45215
10/2/2020,10575.97461
10/3/2020,10549.3291
10/4/2020,10669.58301
10/5/2020,10793.33984
10/6/2020,10604.40625
10/7/2020,10668.96875
10/8/2020,10915.68555
10/9/2020,11064.45801
10/10/2020,11296.36133
10/11/2020,11384.18164
10/12/2020,11555.36328
10/13/2020,11425.89941
10/14/2020,11429.50684
10/15/2020,11495.34961
10/16/2020,11322.12305
10/17/2020,11358.10156
10/18/2020,11483.35938
10/19/2020,11742.03711
10/20/2020,11916.33496
10/21/2020,12823.68945
10/22/2020,12965.8916
10/23/2020,12931.53906
10/24/2020,13108.0625
10/25/2020,13031.17383
10/26/2020,13075.24805
10/27/2020,13654.21875
10/28/2020,13271.28516
10/29/2020,13437.88281
10/30/2020,13546.52246
10/31/2020,13780.99512
11/1/2020,13737.10938
11/2/2020,13550.48926
11/3/2020,13950.30078
11/4/2020,14133.70703
11/5/2020,15579.84863
11/6/2020,15565.88086
11/7/2020,14833.75391
11/8/2020,15479.56738
11/9/2020,15332.31543
11/10/2020,15290.90234
11/11/2020,15701.33984
11/12/2020,16276.34375
11/13/2020,16317.80859
11/14/2020,16068.13867
11/15/2020,15955.58789
11/16/2020,16716.11133
11/17/2020,17645.40625
11/18/2020,17804.00586
11/19/2020,17817.08984
11/20/2020,18621.31445
11/21/2020,18642.23242
11/22/2020,18370.00195
11/23/2020,18364.12109
11/24/2020,19107.46484
11/25/2020,18732.12109
11/26/2020,17150.62305
11/27/2020,17108.40234
11/28/2020,17717.41406
11/29/2020,18177.48438
11/30/2020,19625.83594
12/1/2020,18802.99805
12/2/2020,19201.0918
12/3/2020,19445.39844
12/4/2020,18699.76563
12/5/2020,19154.23047
12/6/2020,19345.12109
12/7/2020,19191.63086
12/8/2020,18321.14453
12/9/2020,18553.91602
12/10/2020,18264.99219
12/11/2020,18058.9043
12/12/2020,18803.65625
12/13/2020,19142.38281
12/14/2020,19246.64453
12/15/2020,19417.07617
12/16/2020,21310.59766
12/17/2020,22805.16211
12/18/2020,23137.96094
12/19/2020,23869.83203
12/20/2020,23477.29492
12/21/2020,22803.08203
12/22/2020,23783.0293
12/23/2020,23241.3457
12/24/2020,23735.94922
12/25/2020,24664.79102
12/26/2020,26437.03711
12/27/2020,26272.29492
12/28/2020,27084.80859
12/29/2020,27362.4375
12/30/2020,28840.95313
12/31/2020,29001.7207
1/1/2021,29374.15234
1/2/2021,32127.26758
1/3/2021,32782.02344
1/4/2021,31971.91406
1/5/2021,33992.42969
1/6/2021,36824.36328
1/7/2021,39371.04297
1/8/2021,40797.60938
1/9/2021,40254.54688
1/10/2021,38356.44141
1/11/2021,35566.65625
1/12/2021,33922.96094
1/13/2021,37316.35938
1/14/2021,39187.32813
1/15/2021,36825.36719
1/16/2021,36178.14063
1/17/2021,35791.27734
1/18/2021,36630.07422
1/19/2021,36069.80469
1/20/2021,35547.75
1/21/2021,30825.69922
1/22/2021,33005.76172
1/23/2021,32067.64258
1/24/2021,32289.37891
1/25/2021,32366.39258
1/26/2021,32569.84961
1/27/2021,30432.54688
1/28/2021,33466.09766
1/29/2021,34316.38672
1/30/2021,34269.52344
1/31/2021,33114.35938
2/1/2021,33537.17578
2/2/2021,35510.28906
2/3/2021,37472.08984
2/4/2021,36926.06641
2/5/2021,38144.30859
2/6/2021,39266.01172
2/7/2021,38903.44141
2/8/2021,46196.46484
2/9/2021,46481.10547
2/10/2021,44918.18359
2/11/2021,47909.33203
2/12/2021,47504.85156
2/13/2021,47105.51563
2/14/2021,48717.28906
2/15/2021,47945.05859
2/16/2021,49199.87109
2/17/2021,52149.00781
2/18/2021,51679.79688
2/19/2021,55888.13281
2/20/2021,56099.51953
2/21/2021,57539.94531
2/22/2021,54207.32031
2/23/2021,48824.42578
2/24/2021,49705.33203
2/25/2021,47093.85156
2/26/2021,46339.76172
2/27/2021,46188.45313
2/28/2021,45137.76953
3/1/2021,49631.24219
3/2/2021,48378.98828
3/3/2021,50538.24219
3/4/2021,48561.16797
3/5/2021,48927.30469
3/6/2021,48912.38281
3/7/2021,51206.69141
3/8/2021,52246.52344
3/9/2021,54824.11719
3/10/2021,56008.55078
3/11/2021,57805.12109
3/12/2021,57332.08984
3/13/2021,61243.08594
3/14/2021,59302.31641
3/15/2021,55907.19922
3/16/2021,56804.90234
3/17/2021,58870.89453
3/18/2021,57858.92188
3/19/2021,58346.65234
3/20/2021,58313.64453
3/21/2021,57523.42188
3/22/2021,54529.14453
3/23/2021,54738.94531
3/24/2021,52774.26563
3/25/2021,51704.16016
3/26/2021,55137.3125
3/27/2021,55973.51172
3/28/2021,55950.74609
3/29/2021,57750.19922
3/30/2021,58917.69141
3/31/2021,58918.83203
4/1/2021,59095.80859
4/2/2021,59384.3125
4/3/2021,57603.89063
4/4/2021,58758.55469
4/5/2021,59057.87891
4/6/2021,58192.35938
4/7/2021,56048.9375
4/8/2021,58323.95313
4/9/2021,58245.00391
4/10/2021,59793.23438
4/11/2021,60204.96484
4/12/2021,59893.45313
4/13/2021,63503.45703
4/14/2021,63109.69531
4/15/2021,63314.01172
4/16/2021,61572.78906
4/17/2021,60683.82031
4/18/2021,56216.18359
4/19/2021,55724.26563
4/20/2021,56473.03125
4/21/2021,53906.08984
4/22/2021,51762.27344
4/23/2021,51093.65234
4/24/2021,50050.86719
4/25/2021,49004.25391
4/26/2021,54021.75391
4/27/2021,55033.11719
4/28/2021,54824.70313
4/29/2021,53555.10938
4/30/2021,57750.17578
5/1/2021,57828.05078
5/2/2021,56631.07813
5/3/2021,57200.29297
5/4/2021,53333.53906
5/5/2021,57424.00781
5/6/2021,56396.51563
5/7/2021,57356.40234
5/8/2021,58803.77734
5/9/2021,58232.31641
5/10/2021,55859.79688
5/11/2021,56704.57422
5/12/2021,49150.53516
5/13/2021,49716.19141
5/14/2021,49880.53516
5/15/2021,46760.1875
5/16/2021,46456.05859
5/17/2021,43537.51172
5/18/2021,42909.40234
5/19/2021,37002.44141
5/20/2021,40782.73828
5/21/2021,37304.69141
5/22/2021,37536.63281
5/23/2021,34770.58203
5/24/2021,38705.98047
5/25/2021,38402.22266
5/26/2021,39294.19922
5/27/2021,38436.96875
5/28/2021,35697.60547
5/29/2021,34616.06641
5/30/2021,35678.12891
5/31/2021,37332.85547
6/1/2021,36684.92578
6/2/2021,37575.17969
6/3/2021,39208.76563
6/4/2021,36894.40625
6/5/2021,35551.95703
6/6/2021,35862.37891
6/7/2021,33560.70703
6/8/2021,33472.63281
6/9/2021,37345.12109
6/10/2021,36702.59766
6/11/2021,37334.39844
6/12/2021,35552.51563
6/13/2021,39097.85938
6/14/2021,40218.47656
6/15/2021,40406.26953
6/16/2021,38347.0625
6/17/2021,38053.50391
6/18/2021,35787.24609
6/19/2021,35615.87109
6/20/2021,35698.29688
6/21/2021,31676.69336
6/22/2021,32505.66016
6/23/2021,33723.02734
6/24/2021,34662.4375
6/25/2021,31637.7793
6/26/2021,32186.27734
6/27/2021,34649.64453
6/28/2021,34434.33594
6/29/2021,35867.77734
6/30/2021,35040.83594
7/1/2021,33572.11719
7/2/2021,33897.04688
7/3/2021,34668.54688
7/4/2021,35287.78125
7/5/2021,33746.00391
7/6/2021,34235.19531
7/7/2021,33855.32813
7/8/2021,32877.37109
7/9/2021,33798.01172
7/10/2021,33520.51953
7/11/2021,34240.1875
7/12/2021,33155.84766
7/13/2021,32702.02539
7/14/2021,32822.34766
7/15/2021,31780.73047
7/16/2021,31421.53906
7/17/2021,31533.06836
7/18/2021,31796.81055
7/19/2021,30817.83203
7/20/2021,29807.34766
7/21/2021,32110.69336
7/22/2021,32313.10547
7/23/2021,33581.55078
7/24/2021,34292.44531
7/25/2021,35350.1875
7/26/2021,37337.53516
7/27/2021,39406.94141
7/28/2021,39995.90625
7/29/2021,40008.42188
7/30/2021,42235.54688
7/31/2021,41626.19531
8/1/2021,39974.89453
8/2/2021,39201.94531
8/3/2021,38152.98047
8/4/2021,39747.50391
8/5/2021,40869.55469
8/6/2021,42816.5
8/7/2021,44555.80078
8/8/2021,43798.11719
8/9/2021,46365.40234
8/10/2021,45585.03125
8/11/2021,45593.63672
8/12/2021,44428.28906
8/13/2021,47793.32031
8/14/2021,47096.94531
8/15/2021,47047.00391
8/16/2021,46004.48438
8/17/2021,44695.35938
8/18/2021,44801.1875
8/19/2021,46717.57813
8/20/2021,49339.17578
8/21/2021,48905.49219
8/22/2021,49321.65234
8/23/2021,49546.14844
8/24/2021,47706.11719
8/25/2021,48960.78906
8/26/2021,46942.21875
8/27/2021,49058.66797
8/28/2021,48902.40234
8/29/2021,48829.83203
8/30/2021,47054.98438
8/31/2021,47166.6875
9/1/2021,48847.02734
9/2/2021,49327.72266
9/3/2021,50025.375
9/4/2021,49944.625
9/5/2021,51753.41016
9/6/2021,52633.53516
9/7/2021,46811.12891
9/8/2021,46091.39063
9/9/2021,46391.42188
9/10/2021,44883.91016
9/11/2021,45201.45703
9/12/2021,46063.26953
9/13/2021,44963.07422
9/14/2021,47092.49219
9/15/2021,48176.34766
9/16/2021,47783.35938
9/17/2021,47267.51953
9/18/2021,48278.36328
9/19/2021,47260.21875
9/20/2021,42843.80078
9/21/2021,40693.67578
9/22/2021,43574.50781
9/23/2021,44895.09766
9/24/2021,42839.75
9/25/2021,42716.59375
9/26/2021,43208.53906
9/27/2021,42235.73047
9/28/2021,41034.54297
9/29/2021,41564.36328
9/30/2021,43790.89453
10/1/2021,48116.94141
10/2/2021,47711.48828
10/3/2021,48199.95313
10/4/2021,49112.90234
10/5/2021,51514.8125
10/6/2021,55361.44922
10/7/2021,53805.98438
10/8/2021,53967.84766
10/9/2021,54968.22266
10/10/2021,54771.57813
10/11/2021,57484.78906
10/12/2021,56041.05859
10/13/2021,57401.09766
10/14/2021,57321.52344
10/15/2021,61593.94922
10/16/2021,60892.17969
10/17/2021,61553.61719
10/18/2021,62026.07813
10/19/2021,64261.99219
10/20/2021,65992.83594
10/21/2021,62210.17188
10/22/2021,60692.26563
10/23/2021,61393.61719
10/24/2021,60930.83594
10/25/2021,63039.82422
10/26/2021,60363.79297
10/27/2021,58482.38672
10/28/2021,60622.13672
10/29/2021,62227.96484
10/30/2021,61888.83203
10/31/2021,61318.95703
11/1/2021,61004.40625
11/2/2021,63226.40234
11/3/2021,62970.04688
11/4/2021,61452.23047
11/5/2021,61125.67578
11/6/2021,61527.48047
11/7/2021,63326.98828
11/8/2021,67566.82813
11/9/2021,66971.82813
11/10/2021,64995.23047
11/11/2021,64949.96094
11/12/2021,64155.94141
11/13/2021,64469.52734
11/14/2021,65466.83984
11/15/2021,63557.87109
11/16/2021,60161.24609
11/17/2021,60368.01172
11/18/2021,56942.13672
11/19/2021,58119.57813
11/20/2021,59697.19531
11/21/2021,58730.47656
11/22/2021,56289.28906
11/23/2021,57569.07422
11/24/2021,56280.42578
11/25/2021,57274.67969
11/26/2021,53569.76563
11/27/2021,54815.07813
11/28/2021,57248.45703
11/29/2021,57806.56641
11/30/2021,57005.42578
12/1/2021,57229.82813
12/2/2021,56477.81641
12/3/2021,53598.24609
12/4/2021,49200.70313
12/5/2021,49368.84766
12/6/2021,50582.625
12/7/2021,50700.08594
12/8/2021,50504.79688
12/9/2021,47672.12109
12/10/2021,47243.30469
12/11/2021,49362.50781
12/12/2021,50098.33594
12/13/2021,46737.48047
12/14/2021,46612.63281
12/15/2021,48896.72266
12/16/2021,47665.42578
12/17/2021,46202.14453
12/18/2021,46848.77734
12/19/2021,46707.01563
12/20/2021,46880.27734
12/21/2021,48936.61328
12/22/2021,48628.51172
12/23/2021,50784.53906
12/24/2021,50822.19531
12/25/2021,50429.85938
12/26/2021,50809.51563
12/27/2021,50640.41797
12/28/2021,47588.85547
12/29/2021,46444.71094
12/30/2021,47178.125
12/31/2021,46306.44531
1/1/2022,47686.8125
1/2/2022,47345.21875
1/3/2022,46458.11719
1/4/2022,45897.57422
1/5/2022,43569.00391
1/6/2022,43160.92969
1/7/2022,41557.90234
1/8/2022,41733.94141
1/9/2022,41911.60156
1/10/2022,41821.26172
1/11/2022,42735.85547
1/12/2022,43949.10156
1/13/2022,42591.57031
1/14/2022,43099.69922
1/15/2022,43177.39844
1/16/2022,43113.87891
1/17/2022,42250.55078
1/18/2022,42375.63281
1/19/2022,41744.32813
1/20/2022,40680.41797
1/21/2022,36457.31641
1/22/2022,35030.25
1/23/2022,36276.80469
1/24/2022,36654.32813
1/25/2022,36954.00391
1/26/2022,36852.12109
1/27/2022,37138.23438
1/28/2022,37784.33203
1/29/2022,38138.17969
1/30/2022,37917.60156
1/31/2022,38483.125
2/1/2022,38743.27344
2/2/2022,36952.98438
2/3/2022,37154.60156
2/4/2022,41500.875
2/5/2022,41441.16406
2/6/2022,42412.43359
2/7/2022,43840.28516
2/8/2022,44118.44531
2/9/2022,44338.79688
2/10/2022,43565.11328
2/11/2022,42407.9375
2/12/2022,42244.46875
2/13/2022,42197.51563
2/14/2022,42586.91797
2/15/2022,44575.20313
2/16/2022,43961.85938
2/17/2022,40538.01172
2/18/2022,40030.97656
2/19/2022,40122.15625
2/20/2022,38431.37891
2/21/2022,37075.28125
2/22/2022,38286.02734
2/23/2022,37296.57031
2/24/2022,38332.60938
2/25/2022,39214.21875
2/26/2022,39105.14844
2/27/2022,37709.78516
2/28/2022,43193.23438
3/1/2022,44354.63672
3/2/2022,43924.11719
3/3/2022,42451.78906
3/4/2022,39137.60547
3/5/2022,39400.58594
3/6/2022,38419.98438
3/7/2022,38062.03906
3/8/2022,38737.26953
3/9/2022,41982.92578
3/10/2022,39437.46094
3/11/2022,38794.97266
3/12/2022,38904.01172
3/13/2022,37849.66406
3/14/2022,39666.75391
3/15/2022,39338.78516
3/16/2022,41143.92969
3/17/2022,40951.37891
3/18/2022,41801.15625
3/19/2022,42190.65234
3/20/2022,41247.82422
3/21/2022,41077.99609
3/22/2022,42358.80859
3/23/2022,42892.95703
3/24/2022,43960.93359
3/25/2022,44348.73047
3/26/2022,44500.82813
3/27/2022,46820.49219
3/28/2022,47128.00391
3/29/2022,47465.73047
3/30/2022,47062.66406
3/31/2022,45538.67578
4/1/2022,46281.64453
4/2/2022,45868.94922
4/3/2022,46453.56641
4/4/2022,46622.67578
4/5/2022,45555.99219
4/6/2022,43206.73828
4/7/2022,43503.84766
4/8/2022,42287.66406
4/9/2022,42782.13672
4/10/2022,42207.67188
4/11/2022,39521.90234
4/12/2022,40127.18359
4/13/2022,41166.73047
4/14/2022,39935.51563
4/15/2022,40553.46484
4/16/2022,40424.48438
4/17/2022,39716.95313
4/18/2022,40826.21484
4/19/2022,41502.75
4/20/2022,41374.37891
4/21/2022,40527.36328
4/22/2022,39740.32031
4/23/2022,39486.73047
4/24/2022,39469.29297
4/25/2022,40458.30859
4/26/2022,38117.46094
4/27/2022,39241.12109
4/28/2022,39773.82813
4/29/2022,38609.82422
4/30/2022,37714.875
5/1/2022,38469.09375
5/2/2022,38529.32813
5/3/2022,37750.45313
5/4/2022,39698.37109
5/5/2022,36575.14063
5/6/2022,36040.92188
5/7/2022,35501.95313
5/8/2022,34059.26563
5/9/2022,30296.95313
5/10/2022,31022.90625
5/11/2022,28936.35547
5/12/2022,29047.75195
5/13/2022,29283.10352
5/14/2022,30101.26563
5/15/2022,31305.11328
5/16/2022,29862.91797
5/17/2022,30425.85742
5/18/2022,28720.27148
5/19/2022,30314.33398
5/20/2022,29200.74023
5/21/2022,29432.22656
5/22/2022,30323.72266
5/23/2022,29098.91016
5/24/2022,29655.58594
5/25/2022,29562.36133
5/26/2022,29267.22461
5/27/2022,28627.57422
5/28/2022,28814.90039
5/29/2022,29445.95703
5/30/2022,31726.39063
5/31/2022,31792.31055
6/1/2022,29799.08008
6/2/2022,30467.48828
6/3/2022,29704.39063
6/4/2022,29832.91406
6/5/2022,29906.66211
6/6/2022,31370.67188
6/7/2022,31155.47852
6/8/2022,30214.35547
6/9/2022,30111.99805
6/10/2022,29083.80469
6/11/2022,28360.81055
6/12/2022,26762.64844
6/13/2022,22487.38867
6/14/2022,22206.79297
6/15/2022,22572.83984
6/16/2022,20381.65039
6/17/2022,20471.48242
6/18/2022,19017.64258
6/19/2022,20553.27148
6/20/2022,20599.53711
6/21/2022,20710.59766
6/22/2022,19987.0293
6/23/2022,21085.87695
6/24/2022,21231.65625
6/25/2022,21502.33789
6/26/2022,21027.29492
6/27/2022,20735.47852
6/28/2022,20280.63477
6/29/2022,20104.02344
6/30/2022,19784.72656
7/1/2022,19269.36719
7/2/2022,19242.25586
7/3/2022,19297.07617
7/4/2022,20231.26172
7/5/2022,20190.11523
7/6/2022,20548.24609
7/7/2022,21637.58789
7/8/2022,21731.11719
7/9/2022,21592.20703
7/10/2022,20860.44922
7/11/2022,19970.55664
7/12/2022,19323.91406
7/13/2022,20212.07422
7/14/2022,20569.91992
7/15/2022,20836.32813
7/16/2022,21190.31641
7/17/2022,20779.34375
7/18/2022,22485.68945
7/19/2022,23389.43359
7/20/2022,23231.73242
7/21/2022,23164.62891
7/22/2022,22714.97852
7/23/2022,22465.47852
7/24/2022,22609.16406
7/25/2022,21361.70117
7/26/2022,21239.75391
7/27/2022,22930.54883
7/28/2022,23843.88672
7/29/2022,23804.63281
7/30/2022,23656.20703
7/31/2022,23336.89648
8/1/2022,23314.19922
8/2/2022,22978.11719
8/3/2022,22846.50781
8/4/2022,22630.95703
8/5/2022,23289.31445
8/6/2022,22961.2793
8/7/2022,23175.89063
8/8/2022,23809.48633
8/9/2022,23164.31836
8/10/2022,23947.64258
8/11/2022,23957.5293
8/12/2022,24402.81836
8/13/2022,24424.06836
8/14/2022,24319.33398
8/15/2022,24136.97266
8/16/2022,23883.29102
8/17/2022,23335.99805
8/18/2022,23212.73828
8/19/2022,20877.55273
8/20/2022,21166.06055
8/21/2022,21534.12109
8/22/2022,21398.9082
8/23/2022,21528.08789
8/24/2022,21395.01953
8/25/2022,21600.9043
8/26/2022,20260.01953
8/27/2022,20041.73828
8/28/2022,19616.81445
8/29/2022,20297.99414
8/30/2022,19796.80859
8/31/2022,20049.76367
9/1/2022,20127.14063
9/2/2022,19969.77148
9/3/2022,19832.08789
9/4/2022,19986.71289
9/5/2022,19812.37109
9/6/2022,18837.66797
9/7/2022,19290.32422
9/8/2022,19329.83398
9/9/2022,21381.15234
9/10/2022,21680.53906
9/11/2022,21769.25586
9/12/2022,22370.44922
9/13/2022,20296.70703
9/14/2022,20241.08984
9/15/2022,19701.21094
9/16/2022,19772.58398
9/17/2022,20127.57617
9/18/2022,19419.50586
9/19/2022,19544.12891
9/20/2022,18890.78906
9/21/2022,18547.40039
9/22/2022,19413.55078
9/23/2022,19297.63867
9/24/2022,18937.01172
9/25/2022,18802.09766
9/26/2022,19222.67188
9/27/2022,19110.54688
9/28/2022,19426.7207
9/29/2022,19573.05078
9/30/2022,19431.78906
10/1/2022,19312.0957
10/2/2022,19044.10742
10/3/2022,19623.58008
10/4/2022,20336.84375
10/5/2022,20160.7168
10/6/2022,19955.44336
10/7/2022,19546.84961
10/8/2022,19416.56836
10/9/2022,19446.42578
10/10/2022,19141.48438
10/11/2022,19051.41797
10/12/2022,19157.44531
10/13/2022,19382.9043
10/14/2022,19185.65625
10/15/2022,19067.63477
10/16/2022,19268.09375
10/17/2022,19550.75781
10/18/2022,19334.41602
10/19/2022,19139.53516
10/20/2022,19053.74023
10/21/2022,19172.46875
10/22/2022,19208.18945
10/23/2022,19567.00781
10/24/2022,19345.57227
10/25/2022,20095.85742
10/26/2022,20770.44141
10/27/2022,20285.83594
10/28/2022,20595.35156
10/29/2022,20818.47656
10/30/2022,20635.60352
10/31/2022,20495.77344
11/1/2022,20485.27344
11/2/2022,20159.50391
11/3/2022,20209.98828
11/4/2022,21147.23047
11/5/2022,21282.69141
11/6/2022,20926.48633
11/7/2022,20602.81641
11/8/2022,18541.27148
11/9/2022,15880.78027
11/10/2022,17586.77148
11/11/2022,17034.29297
11/12/2022,16799.18555
11/13/2022,16353.36523
11/14/2022,16618.19922
11/15/2022,16884.61328
11/16/2022,16669.43945
11/17/2022,16687.51758
11/18/2022,16697.77734
11/19/2022,16711.54688
11/20/2022,16291.83203
11/21/2022,15787.28418
11/22/2022,16189.76953
11/23/2022,16610.70703
11/24/2022,16604.46484
11/25/2022,16521.8418
11/26/2022,16464.28125
11/27/2022,16444.62695
11/28/2022,16217.32227
11/29/2022,16444.98242
11/30/2022,17168.56641
12/1/2022,16967.13281
